from,subject,date,snippet,estado,relevante
Factorial <info@reply.factorial.co>,Thank you for your application,2025-04-21 06:09:10+00:00,"Divelement Web Services Hi Josue, Thank you very much for applying for the position Data Scientist at Divelement Web Services. We appreciate you taking the time to apply. We are currently in the process of taking applications. If you are selected for the next phase, we will be in contact with you. Thank you again for the time you invested in your application. Regards Copyright 2025 Factorial. All rights reserved",Otro,True
Workable <noreply@candidates.workablemail.com>,Thanks for applying to Channel Factory,2025-04-20 23:05:58+00:00,"Channel Factory ------------------------------------------------------------------------------- Your application for the Mexico Jr Data Analyst - Data & Analytics job was submitted successfully. Here's a copy of your application data for safekeeping. ------------------------------------------------------------------------------- ** PERSONAL INFORMATION ** Name: Josue Escobar Email: josuee152@gmail.com Headline: Quality Engineer Intern at Teleflex Phone: +526142773926 Address: Chihuahua, México A",Otro,True
Danaher HR <danaher@myworkday.com>,Application Received,2025-04-20 19:56:34+00:00,"Hi Josue Alfredo , Thank you for applying to the Junior Data Analyst - Remote position at Beckman Coulter Life Sciences . We appreciate your interest. We will follow up if your background and professional achievements are a potential fit for this position. Best regards, Beckman Coulter Life Sciences Talent Acquisition This email was intended for josuee152@gmail.com",Aplicación recibida,True
LinkedIn <messages-noreply@linkedin.com>,"Josue Alfredo, sigue a Sandra Luna - Senior Recruiter at Stryker
 Communications en Stryker",2025-04-18 18:05:42+00:00,"Josue Alfredo, añade contenido interesante a tu feed. Estas son algunas recomendaciones para empezar. https://www.linkedin.com/comm/mynetwork/discovery-see-all/?usecase=EMAIL_MIXED_RECOMMENDATIONS&lipi=urn%3Ali%3Apage%3Aemail_email_edge_discover_01%3BSCwDb1W0SK6EC2CFL0bKTQ%3D%3D&midToken=AQGiii_rdc7Yxw&midSig=23gl96c-iZNHI1&trk=eml-email_edge_discover_01-see_all-0-cta~text&trkEmail=eml-email_edge_discover_01-see_all-0-cta~text-null-fwwgqt~m9n3o3mk~ti-null-null&eid=fwwgqt-m9n3o3mk-ti&otpToken=MWI",Otro,True
"""Workday@xylem.com"" <xylem@myworkday.com>","Thank you for your interest in Xylem! Your application has been
 received.",2025-04-17 23:26:58+00:00,"<!doctype html><html lang=en xmlns=""http://www.w3.org/1999/xhtml"" xmlns:v=""urn:schemas-microsoft-com:vml"" xmlns:o=""urn:schemas-microsoft-com:office:office""><head><title></title><!--[if !mso]><!-- --><meta http-equiv=""X-UA-Compatible"" content=""IE=edge""><!--<![endif]--><meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8""><meta name=""viewport"" content=""width=device-width, initial-scale=1""><style type=""text/css""> #outlook a { padding:0; } body { margin:0;padding:0;-webkit-text-size-adj",Otro,True
Vana <no-reply@hire.lever.co>,Thank you for your application to Vana,2025-04-17 23:15:14+00:00,"<p>Hola {{Nombre del solicitante}},</p> <p>&iexcl;Gracias por tu inter&eacute;s en {{Empresa}}! Quer&iacute;amos informarte que hemos recibido tu solicitud para {{Título del puesto}}, y nos complace que consideres unirte a nuestro equipo.</p> <p>Nuestro equipo revisar&aacute; tu solicitud y se pondr&aacute; en contacto contigo si tus calificaciones coinciden con nuestras necesidades para el puesto. Si no eres seleccionado para esta posici&oacute;n, te invitamos a que est&eacute;s atento a nuestr",Otro,True
Braintrust <donotreply@usebraintrust.com>,🔔,2025-04-17 17:43:40+00:00,"Braintrust Hey Josue, We wanted to keep you in the loop and make sure you never miss a beat on the topics that matter to you. Here are the latest updates from Career Help and your Spaces. Mohammad AL-Khateeb (https://u4683470.ct.sendgrid.net/ls/click?upn=u001.7fRMHT2F4lhm69-2BA8eu72C002BXCN0ux-2Boz6JG9z6gI1L-2FX4kJDM8dALqp7tioxPMX9Hl4OlMW8PsTZwcxPoSA-3D-3DKvuo_eYV5g1hqgcv4b3Alj-2F6l1kBYNwRT5CWHETmTIxek73qSgHu9k-2FJuht-2FLzdM0Tv0KeRGiZOFPcFMhqjEMoPgpS55bT5jRFz20zmXZv5JQMobqQMaNFuqP9iHNp7kNuhYRRET",Otro,True
Bluelight Consulting <no-reply@hire.lever.co>,Thank you for your application to Bluelight Consulting,2025-04-17 17:34:58+00:00,"<div>Hi Josue,</div><div><br></div><div>Thank you for your interest in Bluelight Consulting! We wanted to let you know we received your application for C# / DotNet Developer with React experience - Remote, Latin America, and we are delighted that you would consider joining our team.</div><div><br></div><div>Our team will review your application and will be in touch if your qualifications match our needs for the role. If you are not selected for this position, keep an eye on our jobs page as we'r",Rechazo,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Científico de Datos,2025-04-17 17:33:10+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip27o9tjg0j6801&apiToken=aa102235a5ccb18bd3668c0e14aa3ea7e2503cfac2a7a9bf3d6549899e125af4> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Ingeniero de Sistemas N1,2025-04-17 17:32:33+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip27ms9egdlp801&apiToken=aa102235a5ccb18bd3668c0e14aa3ea7e2503cfac2a7a9bf3d6549899e125af4> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Desarrollador de Software Home Office,2025-04-17 17:31:30+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip27l1jng0h5800&apiToken=aa102235a5ccb18bd3668c0e14aa3ea7e2503cfac2a7a9bf3d6549899e125af4> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
"""Grupo Salinas"" <no-reply@pandape.com>",Mantente informado sobre tu candidatura para Ingeniero en administración de red,2025-04-17 17:30:25+00:00,"<!doctype html><html style=""background-color:#fff!important""><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><meta name=""viewport"" content=""width=device-width""><!-- inject:css --><style>@media only screen and (max-width:580px){table.body img{width:auto!important;height:auto!important}table.body center{min-width:0!important}table.body .container{width:95%!important}table.body .column,table.body .columns{height:auto!important;-moz-box-sizing:border-box;-webkit-box-sizing:b",Otro,True
"""Grupo ViZion "" <no-reply@pandape.com>",Mantente informado sobre tu candidatura para Analista de Datos,2025-04-17 17:30:37+00:00,"<!doctype html><html style=""background-color:#fff!important""><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><meta name=""viewport"" content=""width=device-width""><!-- inject:css --><style>@media only screen and (max-width:580px){table.body img{width:auto!important;height:auto!important}table.body center{min-width:0!important}table.body .container{width:95%!important}table.body .column,table.body .columns{height:auto!important;-moz-box-sizing:border-box;-webkit-box-sizing:b",Otro,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Analista de Datos,2025-04-17 17:30:31+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip27k4a3gdlp801&apiToken=86b5420ce0a0043046905937b0069ebaefda578ff1c190d1b5cdf57b09b8dfc8> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
=?utf-8?Q?Glory_Global_Solutions_M=C3=A9xico?= <no-reply@pandape.com>,"Mantente informado sobre tu candidatura para Recién egresado/a Mecatrónica, Electrónica o Informática",2025-04-17 17:30:07+00:00,"<!doctype html><html style=""background-color:#fff!important""><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><meta name=""viewport"" content=""width=device-width""><!-- inject:css --><style>@media only screen and (max-width:580px){table.body img{width:auto!important;height:auto!important}table.body center{min-width:0!important}table.body .container{width:95%!important}table.body .column,table.body .columns{height:auto!important;-moz-box-sizing:border-box;-webkit-box-sizing:b",Otro,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Ingeniero en administración de red,2025-04-17 17:30:18+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip27jlimgllt801&apiToken=86b5420ce0a0043046905937b0069ebaefda578ff1c190d1b5cdf57b09b8dfc8> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,"Postulación en Indeed: Recién egresado/a Mecatrónica, Electrónica o Informática",2025-04-17 17:29:59+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip27gms52065001&apiToken=86b5420ce0a0043046905937b0069ebaefda578ff1c190d1b5cdf57b09b8dfc8> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Programador Analista,2025-04-17 17:25:47+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip27g29mg0gi800&apiToken=aa102235a5ccb18bd3668c0e14aa3ea7e2503cfac2a7a9bf3d6549899e125af4> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Desarrollador Jr,2025-04-17 17:25:10+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip27f31dg2n7800&apiToken=aa102235a5ccb18bd3668c0e14aa3ea7e2503cfac2a7a9bf3d6549899e125af4> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Practiante de IT,2025-04-17 17:24:26+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip27eoaeg0u8802&apiToken=aa102235a5ccb18bd3668c0e14aa3ea7e2503cfac2a7a9bf3d6549899e125af4> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
Marcelo Ricigliano <marcelo@4geeksacademy.com>,🚀 Desbloquea tu Carrera Soñada - ¡Únete a Beyond the Resume!,2025-04-17 16:14:01+00:00,"Breakthrough Profesional → ¡Tu Transformación Comienza Ahora!Hola Josue Escobar Prepárate para revolucionar tu futuro profesional con Beyond the Resume - el proyecto de desarrollo profesional que transformará por completo tu búsqueda de empleo. Hemos creado un espacio exclusivo diseñado para brindarte ABSOLUTAMENTE TODO lo que necesitas para conquistar el trabajo de tus sueños. Tu transformación profesional comienza ahora, ¡y lo mejor es que Unirte es completamente GRATIS! * Hemos descodificado ",Otro,True
AutoZone Recruiter <noreply@invalidemail.com>,"ASSOCIATE SYSTEMS ENGINEER - IT QE-250002HR at AutoZone.com, Inc.",2025-04-17 15:52:14+00:00,"JOSUE ESCOBAR ESCOBAR: We have received your application for the position of ASSOCIATE SYSTEMS ENGINEER - IT QE-250002HR and are currently reviewing your experience and qualifications. If you would like to review your candidate file, click here. If your profile corresponds to our requirements, a member of our HR Department will contact you soon. We thank you for your interest. Best regards, Human Resources Department AutoZone.com, Inc. Replies to this message are undeliverable and will not reach",Otro,True
AutoZone Recruiter <noreply@invalidemail.com>,"Associate Programmer - ALLDATA-2500025U at AutoZone.com, Inc.",2025-04-17 15:50:29+00:00,"JOSUE ESCOBAR ESCOBAR: We have received your application for the position of Associate Programmer - ALLDATA-2500025U and are currently reviewing your experience and qualifications. If you would like to review your candidate file, click here. If your profile corresponds to our requirements, a member of our HR Department will contact you soon. We thank you for your interest. Best regards, Human Resources Department AutoZone.com, Inc. Replies to this message are undeliverable and will not reach the",Otro,True
AutoZone Recruiter <noreply@invalidemail.com>,"ASSOCIATE SYSTEMS ENGINEER - IT QE-250001TY at AutoZone.com, Inc.",2025-04-17 15:48:50+00:00,"JOSUE ESCOBAR ESCOBAR: We have received your application for the position of ASSOCIATE SYSTEMS ENGINEER - IT QE-250001TY and are currently reviewing your experience and qualifications. If you would like to review your candidate file, click here. If your profile corresponds to our requirements, a member of our HR Department will contact you soon. We thank you for your interest. Best regards, Human Resources Department AutoZone.com, Inc. Replies to this message are undeliverable and will not reach",Otro,True
AutoZone Recruiter <noreply@invalidemail.com>,"Programmer - ALLDATA-2500012P at AutoZone.com, Inc.",2025-04-17 15:45:57+00:00,"JOSUE ESCOBAR ESCOBAR: We have received your application for the position of Programmer - ALLDATA-2500012P and are currently reviewing your experience and qualifications. If you would like to review your candidate file, click here. If your profile corresponds to our requirements, a member of our HR Department will contact you soon. We thank you for your interest. Best regards, Human Resources Department AutoZone.com, Inc. Replies to this message are undeliverable and will not reach the Human Res",Otro,True
AutoZone Recruiter <noreply@invalidemail.com>,"Programmer - ALLDATA-250001XL at AutoZone.com, Inc.",2025-04-17 15:42:08+00:00,"JOSUE ESCOBAR ESCOBAR: We have received your application for the position of Programmer - ALLDATA-250001XL and are currently reviewing your experience and qualifications. If you would like to review your candidate file, click here. If your profile corresponds to our requirements, a member of our HR Department will contact you soon. We thank you for your interest. Best regards, Human Resources Department AutoZone.com, Inc. Replies to this message are undeliverable and will not reach the Human Res",Otro,True
"Emerson Human Resources
 <hdjq.fa.sender@workflow.mail.us2.cloud.oracle.com>",New job opportunities at Emerson Career Site,2025-04-17 02:06:17+00:00,"<style> /* Client-specific Styles */ div.im {color: #ff00 !important;} #outlook a {padding:0;} /* Force Outlook to provide a &quot;view in browser&quot; menu link. */ body{width:100% !important; -webkit-text-size-adjust:100%; -ms-text-size-adjust:100%; margin:0; padding:0;} /* Prevent Webkit and Windows Mobile platforms from changing default font sizes, while not breaking desktop design. */ .ExternalClass {width:100%;} /* Force Hotmail to display emails at full width */ .ExternalClass, .External",Otro,True
Siemens Talent Acquisition <talentacquisition.hr@siemens.com>,"Thanks for your application, Josue",2025-04-17 00:16:02+00:00,"Hi Josue, Thank you for applying for our Low-Code Application Developer (456115) position. You’re now one step closer to joining the world’s smartest minds, who create a better tomorrow and transform the everyday in the fields of manufacturing, grids, buildings and transportation. We’ll review your application and contact you to let you know what steps you can expect next. You can also follow the progress of your application in your Siemens account. [1] Track progress Until then, why not join th",Aplicación recibida,True
Jabil@myworkday.com,Jabil - Thank You for Applying,2025-04-16 21:55:26+00:00,"<!doctype html><html lang=en xmlns=""http://www.w3.org/1999/xhtml"" xmlns:v=""urn:schemas-microsoft-com:vml"" xmlns:o=""urn:schemas-microsoft-com:office:office""><head><title></title><!--[if !mso]><!-- --><meta http-equiv=""X-UA-Compatible"" content=""IE=edge""><!--<![endif]--><meta http-equiv=""Content-Type"" content=""text/html; charset=UTF-8""><meta name=""viewport"" content=""width=device-width, initial-scale=1""><style type=""text/css""> #outlook a { padding:0; } body { margin:0;padding:0;-webkit-text-size-adj",Aplicación recibida,True
=?utf-8?B?UG9zdHVsYWNpw7NuIHbDrWEgSW5kZWVk?= <indeedapply@indeed.com>,Postulación en Indeed: Técnico en Informática,2025-04-16 21:17:33+00:00,"Tu postulación ha sido enviada. ¡Buena suerte! Si encuentras algún error en tu postulación, por favor contacta con Indeed <https://apply.indeed.com/indeedapply/confirmemail/contactus?iaUid=1ip04oio7gnj8801&apiToken=aa102235a5ccb18bd3668c0e14aa3ea7e2503cfac2a7a9bf3d6549899e125af4> ------ Indeed - una búsqueda. todos los empleos. | Indeed Ireland Operations Limited, Block B, Capital Dock, 80 Sir John Rogerson's Quay, Grand Canal Dock, Dublin 2, D02 HE36, Ireland",Otro,True
LinkedIn <notifications-noreply@linkedin.com>,Tienes 2 mensajes nuevos,2025-04-15 22:05:55+00:00,Tienes 2 mensajes nuevos Ver mensajes:https://www.linkedin.com/comm/messaging/?lipi=urn%3Ali%3Apage%3Aemail_email_notification_digest_01%3BF2OKQb0ARECPbaYVHX%2B40Q%3D%3D&midToken=AQGiii_rdc7Yxw&midSig=0ioyh8KG_dJHI1&trk=eml-email_notification_digest_01-notification_card_MESSAGING-0-null&trkEmail=eml-email_notification_digest_01-notification_card_MESSAGING-0-null-null-fwwgqt~m9j1x709~r-null-null&eid=fwwgqt-m9j1x709-r&otpToken=MWIwMzFjZTIxNzJiYzljMGIxMjQwNGVkNDIxYWUwYjE4YmM5ZDU0NTkxYTk4ZDYxNzljMTA,Otro,True
AgileEngine Careers <careers@agileengine.net>,Thank you for your application!,2025-04-14 14:30:52+00:00,"<html><head> <meta content=""width=device-width"" name=""viewport""> <meta content=""text/html; charset=UTF-8"" http-equiv=""Content-Type""> <title> Thank you for your application! </title> </head> <body style=""margin: 0;padding: 0;font-family: 'Inter', Helvetica, Arial, sans-serif;font-size: 16px;line-height: 1.45;color: #333""> <div class=""content"" style=""background: #F8F8F8; color: #333; padding: 24px 0;""> <table cellpadding=""0"" cellspacing=""0"" style=""width: 100%;max-width: 500px; margin: 0 auto;""> <t",Otro,True
LinkedIn <jobalerts-noreply@linkedin.com>,"Josue Alfredo, ¿quieres seguir recibiendo alertas de empleo en Chihuahua, Chihuahua, M?xico?",2025-04-14 00:05:44+00:00,"¿Quieres seguir recibiendo alertas de empleo en Chihuahua, Chihuahua, M?xico? Parece que llevas más de tres meses sin consultar esta alerta de empleo. En un par de semanas, la desactivaremos para que solo recibas los emails y notificaciones que te interesen. Avísanos si prefieres conservarla. Seguir con la alerta activada:https://www.linkedin.com/comm/jobs/search?keywords=&distance=25&geoId=101989614&f_TPR=a1744495611-&sortBy=R&origin=JOB_ALERT_COOL_OFF_EMAIL&lipi=urn%3Ali%3Apage%3Aemail_email_j",Otro,True
no-reply-recruitment@deloitte.com,Thank you for applying to Deloitte,2025-04-12 22:10:55+00:00,"Hello Josué Escobar, Thank you for your interest in Deloitte! We will review your resume against the hiring criteria as soon as possible. If we see a potential match for this role or other similar roles at Deloitte Delivery Center, a member of the Talent Acquisition team will reach out to you for an initial phone call. Please continue to search our Career portal for other positions that might be of interest to you. Regards, Talent Acquisition Deloitte Click here to raise a request for the deleti",Aplicación recibida,True
Victaulic Recruiting Team <notification@jobvite.com>,Your application for PLANNER at Victaulic,2025-04-12 21:48:27+00:00,"Dear Josue,Thank you for expressing interest in a career at Victaulic. We are in receipt of your application for the PLANNER. Please allow us time to review your qualifications. We will be in contact if we feel there is a good match.Sincerely,The Victaulic Recruiting Team-*_____ You can reply directly to this message or click here to reply via your Jobvite user account. Email Preferences | Powered by Jobvite *______*",Otro,True
FLORENCIA SANCHEZ <fico@myworkday.com>,Thank you for applying to FICO,2025-04-11 22:26:57+00:00,"Dear josue alfredo ESCOBAR polanco,Thank you for applying to the GDL - Software Engineer Intern position at FICO.We appreciate your interest in joining FICO and the time you invested in applying for this position. After careful consideration, we regret to inform you that we have decided to move forward with other candidates, taking in count the following requirements:- Mexican Nationality.- Graduated in 2025 (any month).- Available to be Full Time for 6 Months.We hope you will continue consideri",Aplicación recibida,True
Flor Analy Valencia <invitations@linkedin.com>,Acabo de solicitarte contacto,2025-04-11 16:06:10+00:00,"Flor Analy, Sr. Recruiter de Victaulic está esperando tu respuesta Hola, Josue Alfredo. Me gustaría formar parte de tu red profesional. Flor Analy Valencia Sr. Recruiter 1 contacto en común Ver todos los contactos en común:https://www.linkedin.com/comm/search/results/people/?facetNetwork=%5B%22F%22%5D&facetConnectionOf=%5B%22ADoAABOSHZABm0oj6jLbiT-pUffLGjf7MvcNLlw%22%5D&origin=SHARED_CONNECTIONS_CANNED_SEARCH&lipi=urn%3Ali%3Apage%3Aemail_email_m2m_invite_single_01%3B9c9FZd15SjqHqJJaBQTjmA%3D%3D&",Entrevista,True
Knowely <mailer@knowely.com>,🥹 Don’t let your coding career become a “what if”,2025-04-11 13:20:03+00:00,We heard you and now it's here ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­ ­,Otro,True
LinkedIn <updates-noreply@linkedin.com>,"Josue Alfredo, Dr. Amy Bardin-Spencer Ed.D, EMBA, MSc, RRT, FAARC, VA-BC tiene una nueva publicación",2025-04-11 02:05:49+00:00,"Sugerencias para ti Dr. Amy Bardin-Spencer Ed.D, EMBA, MSc, RRT, FAARC, VA-BCha compartido una publicación: Kindness is free ♥️ RECOMENDACIÓN ELOGIO EMPATÍA 84, 3 comentarios Más información: https://www.linkedin.com/comm/feed/update/urn:li:activity:7307198499006124033?origin=NETWORK_CONVERSATIONS&lipi=urn%3Ali%3Apage%3Aemail_email_network_conversations_01%3B35noeA9yRASqLttwUPlpTw%3D%3D&midToken=AQGiii_rdc7Yxw&midSig=1MtUv26rGtCXI1&trk=eml-email_network_conversations_01-network~post~cta~text-0-r",Otro,True
Braintrust <donotreply@usebraintrust.com>,🔔,2025-04-10 18:23:39+00:00,"Braintrust Hey Josue, We wanted to keep you in the loop and make sure you never miss a beat on the topics that matter to you. Here are the latest updates from Career Help and your Spaces. Eduardo Galindo (https://u4683470.ct.sendgrid.net/ls/click?upn=u001.7fRMHT2F4lhm69-2BA8eu72C002BXCN0ux-2Boz6JG9z6gKy0GnaJFA46sETV5NN3eAlfDeiSQB9xRNFySlntrZ87Q-3D-3DCJY4_eYV5g1hqgcv4b3Alj-2F6l1kBYNwRT5CWHETmTIxek73qSgHu9k-2FJuht-2FLzdM0Tv0K5rCIdhoqOirME-2FOCsQYe6-2BCqedmvh13EH7PyKIMxi76MS74Nc2KYm8gbAw3z6HyraAg8Y",Otro,True
IBM Talent Acquisition <talent@ibm.com>,Your IBM Application Status,2025-04-10 17:13:05+00:00,"IBM Careers IBM Careers [1] Ref: 12714 - Software Test Engineer Dear josue escobar, We regret to inform you that after careful consideration, we have decided to pursue other candidates whose application more closely aligns with the specific requirements of the position. We appreciate the time and effort you invested in the application process. As per our company policies, your application will be kept active in our system for other IBM Recruiters to review for 12 months (or 6 months for resident",Otro,True
AgileEngine Careers <careers@agileengine-contact.com>,Thank you for your application!,2025-04-10 14:26:50+00:00,"<html><head> <meta content=""width=device-width"" name=""viewport""> <meta content=""text/html; charset=UTF-8"" http-equiv=""Content-Type""> <title> Thank you for your application! </title> </head> <body style=""margin: 0;padding: 0;font-family: 'Inter', Helvetica, Arial, sans-serif;font-size: 16px;line-height: 1.45;color: #333""> <div class=""content"" style=""background: #F8F8F8; color: #333; padding: 24px 0;""> <table cellpadding=""0"" cellspacing=""0"" style=""width: 100%;max-width: 500px; margin: 0 auto;""> <t",Otro,True
AgileEngine Careers <careers@agileengine-team.com>,Finish your job application on AgileEngine,2025-04-10 14:02:00+00:00,"<html><head> <meta content=""width=device-width"" name=""viewport""> <meta content=""text/html; charset=UTF-8"" http-equiv=""Content-Type""> <title> Finish your job application on AgileEngine </title> </head> <body style=""margin: 0;padding: 0;font-family: 'Inter', Helvetica, Arial, sans-serif;font-size: 16px;line-height: 1.45;color: #333""> <div class=""content"" style=""background: #F8F8F8; color: #333; padding: 24px 0;""> <table cellpadding=""0"" cellspacing=""0"" style=""width: 100%;max-width: 500px; margin: 0",Otro,True
no-reply@us.greenhouse-mail.io,Thank you For Your Application - Java Internship - Toshiba 2026,2025-04-09 20:27:03+00:00,"Hi Josue, We have received your application for the Java Internship - Toshiba 2026 position and would like to thank you for your interest. We appreciate you taking the time to apply and we are currently reviewing your experience and qualifications. Next Steps: Our recruitment team will carefully assess your qualifications for the position you applied to. If your education, skills, and experience match the requirements of the position, we will reach out to you to set up time to learn more about y",Otro,True
"Cognizant Talent Acquisition Group
 <TalentAcquisitionGroup@cognizant.com>",Java Developer Jr- Graduate -00063408571 at Cognizant,2025-04-09 20:25:18+00:00,"Hi JOSUE, Thank you for your interest in joining Cognizant and our mission to engineer a smarter, more connected world! This message is confirmation we successfully received your application for Java Developer Jr- Graduate -00063408571.We know how laborious a job search can be, and we are grateful you chose to put your time and effort into pursuing Cognizant. The next step is for one of our recruiters to review your application – yes, a human really reads it! If we believe there's a match, the r",Otro,True
